timestamp,price
1385078400,503
1385164800,487
1385251200,490
1385337600,492
1385424000,491
1385510400,491
1385596800,490
1385683200,490
1385769600,489
1385856000,489
1385942400,488
1386028800,490
1386115200,486
1386201600,485
1386288000,484
1386374400,487
1386460800,486
1386547200,487
1386633600,485
1386720000,482
1386806400,482
1386892800,484
1386979200,483
1387065600,484
1387152000,486
1387238400,486
1387324800,501
1387411200,525
1387497600,551
1387584000,576
1387670400,603
1387756800,629
